latitude,longitude,acq_date,acq_time,satellite,instrument,year,month,week,duration,REGIONNAME,HRname,confidence
10.73274,34.95816,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.73316,34.96055,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.73318,34.97067,2023-03-25,11:00,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.73322,34.60489,2023-03-25,22:48,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.73352,34.96512,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.73381,34.60716,2023-03-25,23:35,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.73388,36.37471,2023-03-23,11:38,1,VIIRS,2023,3,12,7d,Amhara,Amhara,50
10.73398,34.96738,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.73423,34.60769,2023-03-25,22:48,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.73427,34.97183,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.73439,36.37902,2023-03-23,11:38,1,VIIRS,2023,3,12,7d,Amhara,Amhara,50
10.73476,36.32654,2023-03-23,19:30,T,MODIS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,72
10.73477,34.97405,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.7351,36.33291,2023-03-23,11:38,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.73544,34.96315,2023-03-25,11:00,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.73659,36.32278,2023-03-23,23:24,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.73792,34.95426,2023-03-25,11:21,A,MODIS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,52
10.73818,34.94442,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.73849,34.94662,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,100
10.73854,35.67939,2023-03-23,23:24,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.73885,35.38913,2023-03-24,23:05,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.7389,34.95088,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,100
10.7391,36.36912,2023-03-24,7:44,T,MODIS,2023,3,12,7d,Amhara,Amhara,68
10.73922,34.96344,2023-03-25,11:21,A,MODIS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,100
10.73927,34.95315,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.7401,36.37434,2023-03-23,11:38,1,VIIRS,2023,3,12,7d,Amhara,Amhara,100
10.74042,36.35978,2023-03-24,7:44,T,MODIS,2023,3,12,7d,Amhara,Amhara,85
10.74044,34.96458,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74052,34.97261,2023-03-25,11:21,A,MODIS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,100
10.7409,34.96686,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74116,36.33126,2023-03-23,11:38,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74119,34.97128,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.7414,34.95109,2023-03-25,10:11,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74182,36.3367,2023-03-23,11:38,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74245,35.70098,2023-03-29,11:25,1,VIIRS,2023,3,13,24h,Beneshangul Gumu,Beneshangul Gumu,50
10.74245,35.70098,2023-03-29,11:25,1,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.74245,35.70098,2023-03-29,11:25,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74257,34.96565,2023-03-25,11:00,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,100
10.74286,35.67607,2023-03-23,23:24,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.7431,34.96916,2023-03-25,11:00,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,100
10.74313,36.04036,2023-03-24,11:19,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74379,35.69276,2023-03-23,23:24,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.7438,35.78214,2023-03-28,11:45,1,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.7438,35.78214,2023-03-28,11:45,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74421,35.68172,2023-03-23,10:49,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74439,34.96618,2023-03-25,10:11,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74441,35.77589,2023-03-28,11:45,1,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.74441,35.77589,2023-03-28,11:45,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74451,35.68852,2023-03-23,23:24,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74461,35.97794,2023-03-26,10:41,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74465,35.95271,2023-03-24,11:19,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74492,35.77922,2023-03-28,11:51,A,MODIS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,98
10.74492,35.77922,2023-03-28,11:51,A,MODIS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,98
10.74496,35.97392,2023-03-26,11:34,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74513,35.78199,2023-03-28,11:45,1,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.74513,35.78199,2023-03-28,11:45,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.7453,35.9822,2023-03-26,10:41,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74539,35.97734,2023-03-26,11:34,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74568,34.84933,2023-03-27,10:24,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74581,35.98072,2023-03-26,11:34,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74588,35.78228,2023-03-28,10:56,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.74588,35.78228,2023-03-28,10:56,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74621,35.68826,2023-03-23,22:31,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74623,35.98404,2023-03-26,11:34,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74633,34.85292,2023-03-27,10:24,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74635,35.75878,2023-03-27,23:24,A,MODIS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,65
10.7464,35.76036,2023-03-27,22:59,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74653,35.67665,2023-03-23,23:24,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74664,35.98734,2023-03-26,11:34,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,100
10.74665,35.70068,2023-03-29,23:12,N,VIIRS,2023,3,13,24h,Beneshangul Gumu,Beneshangul Gumu,50
10.74665,35.70068,2023-03-29,23:12,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.74665,35.70068,2023-03-29,23:12,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74682,35.96889,2023-03-26,10:41,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74687,34.95296,2023-03-25,11:21,A,MODIS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,67
10.74695,35.75662,2023-03-27,22:59,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74699,35.80772,2023-03-29,11:25,1,VIIRS,2023,3,13,24h,Beneshangul Gumu,Beneshangul Gumu,50
10.74699,35.80772,2023-03-29,11:25,1,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.74699,35.80772,2023-03-29,11:25,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74706,35.99062,2023-03-26,11:34,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,100
10.7472,35.69719,2023-03-29,23:12,N,VIIRS,2023,3,13,24h,Beneshangul Gumu,Beneshangul Gumu,50
10.7472,35.69719,2023-03-29,23:12,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.7472,35.69719,2023-03-29,23:12,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.7472,36.32953,2023-03-23,11:38,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74737,35.6938,2023-03-23,23:24,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74748,35.70155,2023-03-30,23:41,1,VIIRS,2023,3,13,24h,Beneshangul Gumu,Beneshangul Gumu,50
10.74748,35.70155,2023-03-30,23:41,1,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.74748,35.70155,2023-03-30,23:41,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74751,35.75289,2023-03-27,22:59,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74751,35.9731,2023-03-26,10:41,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74755,35.47209,2023-03-28,11:45,1,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.74755,35.47209,2023-03-28,11:45,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74755,35.7554,2023-03-27,23:50,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74774,34.94957,2023-03-25,10:11,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74782,34.96626,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74784,35.70147,2023-03-30,23:41,1,VIIRS,2023,3,13,24h,Beneshangul Gumu,Beneshangul Gumu,50
10.74784,35.70147,2023-03-30,23:41,1,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.74784,35.70147,2023-03-30,23:41,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74791,35.80346,2023-03-29,10:38,N,VIIRS,2023,3,13,24h,Beneshangul Gumu,Beneshangul Gumu,50
10.74791,35.80346,2023-03-29,10:38,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.74791,35.80346,2023-03-29,10:38,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.7481,35.6895,2023-03-23,23:24,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74811,34.97061,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,100
10.74812,35.77477,2023-03-28,10:56,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.74812,35.77477,2023-03-28,10:56,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74815,35.8071,2023-03-28,23:31,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.74815,35.8071,2023-03-28,23:31,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74818,34.96213,2023-03-25,11:21,A,MODIS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,74
10.7482,35.97734,2023-03-26,10:41,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74827,35.4716,2023-03-28,11:45,1,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.74827,35.4716,2023-03-28,11:45,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74838,35.69864,2023-03-30,23:41,1,VIIRS,2023,3,13,24h,Beneshangul Gumu,Beneshangul Gumu,50
10.74838,35.69864,2023-03-30,23:41,1,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.74838,35.69864,2023-03-30,23:41,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74856,35.83147,2023-03-29,10:38,N,VIIRS,2023,3,13,24h,Beneshangul Gumu,Beneshangul Gumu,50
10.74856,35.83147,2023-03-29,10:38,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.74856,35.83147,2023-03-29,10:38,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74861,34.97288,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74866,35.77826,2023-03-28,10:56,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.74866,35.77826,2023-03-28,10:56,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74875,34.95469,2023-03-25,10:11,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,100
10.74879,36.08273,2023-03-23,22:31,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74894,35.76841,2023-03-28,11:45,1,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.74894,35.76841,2023-03-28,11:45,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74911,34.60802,2023-03-28,23:31,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.74911,34.60802,2023-03-28,23:31,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74919,35.78176,2023-03-28,10:56,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,100
10.74919,35.78176,2023-03-28,10:56,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,100
10.7492,36.07964,2023-03-23,22:31,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74958,35.98584,2023-03-26,10:41,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74969,35.77512,2023-03-28,11:45,1,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.74969,35.77512,2023-03-28,11:45,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74973,35.78526,2023-03-28,10:56,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.74973,35.78526,2023-03-28,10:56,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74975,34.95979,2023-03-25,10:11,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,100
10.7499,34.60337,2023-03-28,23:31,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.7499,34.60337,2023-03-28,23:31,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.7499,35.76104,2023-03-27,22:59,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.74998,35.96986,2023-03-26,11:34,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75025,35.81905,2023-03-28,23:31,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75025,35.81905,2023-03-28,23:31,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75041,35.96828,2023-03-26,10:41,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75045,35.75739,2023-03-27,22:59,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75045,36.0807,2023-03-23,23:24,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75047,35.69591,2023-03-24,10:32,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.7505,35.69776,2023-03-29,23:12,N,VIIRS,2023,3,13,24h,Beneshangul Gumu,Beneshangul Gumu,50
10.7505,35.69776,2023-03-29,23:12,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.7505,35.69776,2023-03-29,23:12,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75077,34.96492,2023-03-25,10:11,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75084,35.9767,2023-03-26,11:34,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75096,35.77491,2023-03-28,11:45,1,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75096,35.77491,2023-03-28,11:45,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75106,36.08321,2023-03-23,23:24,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75108,35.78755,2023-03-28,11:45,1,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75108,35.78755,2023-03-28,11:45,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75109,35.9725,2023-03-26,10:41,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75127,35.98009,2023-03-26,11:34,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75143,35.77425,2023-03-28,10:56,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75143,35.77425,2023-03-28,10:56,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75145,35.76748,2023-03-28,10:04,1,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75145,35.76748,2023-03-28,10:04,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75148,36.33615,2023-03-24,23:05,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75154,35.81158,2023-03-28,23:31,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75154,35.81158,2023-03-28,23:31,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75169,35.98347,2023-03-26,11:34,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75171,35.79319,2023-03-28,11:45,1,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75171,35.79319,2023-03-28,11:45,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75178,35.97674,2023-03-26,10:41,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75191,35.7854,2023-03-28,23:31,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75191,35.7854,2023-03-28,23:31,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75212,35.98685,2023-03-26,11:34,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,100
10.75219,35.80781,2023-03-28,23:31,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75219,35.80781,2023-03-28,23:31,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75241,35.7723,2023-03-28,10:04,1,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75241,35.7723,2023-03-28,10:04,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75245,35.78743,2023-03-28,11:45,1,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75245,35.78743,2023-03-28,11:45,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75247,35.98098,2023-03-26,10:41,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.7525,35.78124,2023-03-28,10:56,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,100
10.7525,35.78124,2023-03-28,10:56,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,100
10.75254,35.9902,2023-03-26,11:34,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75256,35.69644,2023-03-29,23:58,1,VIIRS,2023,3,13,24h,Beneshangul Gumu,Beneshangul Gumu,50
10.75256,35.69644,2023-03-29,23:58,1,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75256,35.69644,2023-03-29,23:58,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75256,35.83079,2023-03-29,10:38,N,VIIRS,2023,3,13,24h,Beneshangul Gumu,Beneshangul Gumu,50
10.75256,35.83079,2023-03-29,10:38,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75256,35.83079,2023-03-29,10:38,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75284,35.80406,2023-03-28,23:31,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75284,35.80406,2023-03-28,23:31,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75286,34.60873,2023-03-28,23:31,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75286,34.60873,2023-03-28,23:31,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75299,36.1784,2023-03-25,11:00,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75304,35.78474,2023-03-28,10:56,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75304,35.78474,2023-03-28,10:56,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75312,35.79311,2023-03-28,11:45,1,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75312,35.79311,2023-03-28,11:45,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75316,35.98521,2023-03-26,10:41,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75365,34.60409,2023-03-28,23:31,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75365,34.60409,2023-03-28,23:31,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75368,35.76676,2023-03-28,10:56,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75368,35.76676,2023-03-28,10:56,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75385,35.98946,2023-03-26,10:41,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75392,34.9589,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75421,35.77024,2023-03-28,10:56,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75421,35.77024,2023-03-28,10:56,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75425,34.96319,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,100
10.75451,35.78274,2023-03-28,10:04,1,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75451,35.78274,2023-03-28,10:04,1,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75455,35.99374,2023-03-26,10:41,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75471,34.96548,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,100
10.75474,35.77374,2023-03-28,10:56,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75474,35.77374,2023-03-28,10:56,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75528,35.77723,2023-03-28,10:56,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75528,35.77723,2023-03-28,10:56,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75552,35.48689,2023-03-25,11:51,N,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,100
10.75582,35.78072,2023-03-28,10:56,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75582,35.78072,2023-03-28,10:56,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75594,35.78616,2023-03-28,23:31,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75594,35.78616,2023-03-28,23:31,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75598,35.82671,2023-03-29,10:38,N,VIIRS,2023,3,13,24h,Beneshangul Gumu,Beneshangul Gumu,50
10.75598,35.82671,2023-03-29,10:38,N,VIIRS,2023,3,13,48h,Beneshangul Gumu,Beneshangul Gumu,50
10.75598,35.82671,2023-03-29,10:38,N,VIIRS,2023,3,13,7d,Beneshangul Gumu,Beneshangul Gumu,50
10.75606,35.9804,2023-03-26,10:41,1,VIIRS,2023,3,12,7d,Beneshangul Gumu,Beneshangul Gumu,50
